^ORIGIN_CITY_NAME^DEST_CITY_NAME
14^Guangzhou, China^Saipan, TT
34170^Atlanta, GA^Portland, OR
34171^Atlanta, GA^Newport News/Williamsburg, VA
34172^Atlanta, GA^Philadelphia, PA
34174^Atlanta, GA^Philadelphia, PA
34176^Atlanta, GA^Phoenix, AZ
34180^Atlanta, GA^Pittsburgh, PA
34181^Atlanta, GA^Pensacola, FL
34186^Atlanta, GA^Providence, RI
34187^Atlanta, GA^Portland, ME
34188^Atlanta, GA^Raleigh/Durham, NC
34189^Atlanta, GA^Raleigh/Durham, NC
34190^Atlanta, GA^Richmond, VA
34195^Atlanta, GA^Fort Myers, FL
34196^Atlanta, GA^Fort Myers, FL
34197^Atlanta, GA^San Diego, CA
34198^Atlanta, GA^San Antonio, TX
34199^Atlanta, GA^Savannah, GA
34200^Atlanta, GA^Savannah, GA
34201^Atlanta, GA^Louisville, KY
34202^Atlanta, GA^Louisville, KY
34203^Atlanta, GA^Seattle, WA
34205^Atlanta, GA^Seattle, WA
34208^Atlanta, GA^San Francisco, CA
34209^Atlanta, GA^Springfield, MO
34210^Atlanta, GA^Shreveport, LA
34213^Atlanta, GA^Salt Lake City, UT
34215^Atlanta, GA^Sarasota/Bradenton, FL
34216^Atlanta, GA^St. Louis, MO
34217^Atlanta, GA^Syracuse, NY
34218^Atlanta, GA^Syracuse, NY
34219^Atlanta, GA^Tallahassee, FL
34220^Atlanta, GA^Tallahassee, FL
34221^Atlanta, GA^Tampa, FL
34222^Atlanta, GA^Tampa, FL
34225^Atlanta, GA^Bristol/Johnson City/Kingsport, TN
34226^Atlanta, GA^Tulsa, OK
34230^Atlanta, GA^Knoxville, TN
34231^Atlanta, GA^Valparaiso, FL
34232^Atlanta, GA^Valparaiso, FL
34234^Atlanta, GA^Fayetteville, AR
34235^Atlanta, GA^Montreal, Canada
34236^Atlanta, GA^Toronto, Canada
34238^Appleton, WI^Atlanta, GA
34240^Austin, TX^Atlanta, GA
34241^Austin, TX^Atlanta, GA
34245^Asheville, NC^Atlanta, GA
34247^Hartford, CT^Atlanta, GA
34251^Hartford, CT^Detroit, MI
34252^Hartford, CT^Detroit, MI
34256^Hartford, CT^Minneapolis, MN
34260^Birmingham, AL^Atlanta, GA
34263^Birmingham, AL^Atlanta, GA
34266^Nashville, TN^Atlanta, GA
34270^Nashville, TN^Atlanta, GA
34279^Nashville, TN^Detroit, MI
34286^Boston, MA^Atlanta, GA
34287^Boston, MA^Atlanta, GA
34292^Boston, MA^Detroit, MI
34293^Boston, MA^Detroit, MI
34298^Boston, MA^New York, NY
34302^Boston, MA^New York, NY
34315^Buffalo, NY^Atlanta, GA
34316^Buffalo, NY^Atlanta, GA
34319^Buffalo, NY^Detroit, MI
34321^Buffalo, NY^New York, NY
34326^Baltimore, MD^Atlanta, GA
34327^Baltimore, MD^Atlanta, GA
34330^Baltimore, MD^Detroit, MI
34331^Baltimore, MD^Detroit, MI
34337^Columbia, SC^Atlanta, GA
34339^Columbia, SC^Atlanta, GA
34340^Akron, OH^Atlanta, GA
34341^Akron, OH^Atlanta, GA
34344^Chattanooga, TN^Atlanta, GA
34345^Chattanooga, TN^Atlanta, GA
34346^Charlottesville, VA^Atlanta, GA
34347^Charleston, SC^Atlanta, GA
34350^Charleston, SC^Atlanta, GA
34351^Charleston, SC^New York, NY
34352^Cleveland, OH^Atlanta, GA
34353^Cleveland, OH^Atlanta, GA
34363^Charlotte, NC^Atlanta, GA
34365^Charlotte, NC^Atlanta, GA
34368^Charlotte, NC^Detroit, MI
34379^Charlotte, NC^Minneapolis, MN
34384^Columbus, OH^Atlanta, GA
34391^Cincinnati, OH^Atlanta, GA
34395^Cincinnati, OH^Boston, MA
34401^Cincinnati, OH^Fort Lauderdale, FL
34403^Cincinnati, OH^Orlando, FL
34410^Daytona Beach, FL^Atlanta, GA
34411^Dallas, TX^Atlanta, GA
34422^Dayton, OH^Atlanta, GA
34423^Washington, DC^Atlanta, GA
34424^Washington, DC^Atlanta, GA
34429^Washington, DC^Detroit, MI
34434^Denver, CO^Atlanta, GA
34446^Dallas/Fort Worth, TX^Atlanta, GA
34447^Dallas/Fort Worth, TX^Atlanta, GA
34449^Dallas/Fort Worth, TX^Detroit, MI
34457^Des Moines, IA^Atlanta, GA
34458^Des Moines, IA^Atlanta, GA
34465^Detroit, MI^Atlanta, GA
34467^Detroit, MI^Hartford, CT
34468^Detroit, MI^Hartford, CT
34470^Detroit, MI^Nashville, TN
34472^Detroit, MI^Boston, MA
34473^Detroit, MI^Boston, MA
34474^Detroit, MI^Buffalo, NY
34477^Detroit, MI^Baltimore, MD
34478^Detroit, MI^Baltimore, MD
34481^Detroit, MI^Charlotte, NC
34486^Detroit, MI^Washington, DC
34488^Detroit, MI^Dallas/Fort Worth, TX
34491^Detroit, MI^Newark, NJ
34493^Detroit, MI^Fort Lauderdale, FL
34494^Detroit, MI^Fort Lauderdale, FL
34496^Detroit, MI^Green Bay, WI
34499^Detroit, MI^Grand Rapids, MI
34512^Detroit, MI^Las Vegas, NV
34514^Detroit, MI^Los Angeles, CA
34516^Detroit, MI^New York, NY
34517^Detroit, MI^New York, NY
34519^Detroit, MI^Kansas City, MO
34521^Detroit, MI^Orlando, FL
34524^Detroit, MI^Harrisburg, PA
34528^Detroit, MI^Memphis, TN
34530^Detroit, MI^Miami, FL
34531^Detroit, MI^Milwaukee, WI
34533^Detroit, MI^Madison, WI
34534^Detroit, MI^Madison, WI
34538^Detroit, MI^Minneapolis, MN
34539^Detroit, MI^Minneapolis, MN
34542^Detroit, MI^New Orleans, LA
34543^Detroit, MI^Chicago, IL
34545^Detroit, MI^Chicago, IL
34547^Detroit, MI^West Palm Beach/Palm Beach, FL
34549^Detroit, MI^Portland, OR
34550^Detroit, MI^Philadelphia, PA
34551^Detroit, MI^Philadelphia, PA
34552^Detroit, MI^Phoenix, AZ
34555^Detroit, MI^Pittsburgh, PA
34556^Detroit, MI^Providence, RI
34560^Detroit, MI^Fort Myers, FL
34563^Detroit, MI^San Diego, CA
34566^Detroit, MI^Seattle, WA
34567^Detroit, MI^Seattle, WA
34569^Detroit, MI^San Francisco, CA
34570^Detroit, MI^Salt Lake City, UT
34572^Detroit, MI^St. Louis, MO
34579^Detroit, MI^Tampa, FL
34580^Detroit, MI^Tampa, FL
34584^Panama City, FL^Atlanta, GA
34585^Panama City, FL^Atlanta, GA
34589^Evansville, IN^Atlanta, GA
34590^Newark, NJ^Atlanta, GA
34591^Newark, NJ^Atlanta, GA
34596^Newark, NJ^Detroit, MI
34604^Newark, NJ^Minneapolis, MN
34613^Fayetteville, NC^Atlanta, GA
34614^Fort Lauderdale, FL^Atlanta, GA
34616^Fort Lauderdale, FL^Cincinnati, OH
34617^Fort Lauderdale, FL^Detroit, MI
34618^Fort Lauderdale, FL^Detroit, MI
34623^Fort Lauderdale, FL^New York, NY
34625^Fort Lauderdale, FL^New York, NY
34629^Flint, MI^Atlanta, GA
34638^Gainesville, FL^Atlanta, GA
34639^Gulfport/Biloxi, MS^Atlanta, GA
34640^Gulfport/Biloxi, MS^Atlanta, GA
34642^Green Bay, WI^Atlanta, GA
34643^Green Bay, WI^Detroit, MI
34645^Grand Rapids, MI^Atlanta, GA
34646^Grand Rapids, MI^Atlanta, GA
34649^Grand Rapids, MI^Detroit, MI
34650^Grand Rapids, MI^Minneapolis, MN
34652^Greensboro/High Point, NC^Atlanta, GA
34653^Greensboro/High Point, NC^Atlanta, GA
34655^Greer, SC^Atlanta, GA
34657^Greer, SC^Atlanta, GA
34660^Honolulu, HI^Los Angeles, CA
34661^Honolulu, HI^Seattle, WA
34662^Honolulu, HI^San Francisco, CA
34663^Houston, TX^Atlanta, GA
34664^Houston, TX^Atlanta, GA
34677^Huntsville, AL^Atlanta, GA
34678^Huntsville, AL^Atlanta, GA
34679^Washington, DC^Atlanta, GA
34680^Washington, DC^Atlanta, GA
34705^Houston, TX^Atlanta, GA
34706^Houston, TX^Atlanta, GA
34707^Houston, TX^Detroit, MI
34711^Wichita, KS^Atlanta, GA
34712^Wichita, KS^Atlanta, GA
34715^Indianapolis, IN^Atlanta, GA
34716^Indianapolis, IN^Atlanta, GA
34725^Indianapolis, IN^Los Angeles, CA
34729^Indianapolis, IN^Minneapolis, MN
34732^Jackson/Vicksburg, MS^Atlanta, GA
34733^Jackson/Vicksburg, MS^Atlanta, GA
34737^Jacksonville, FL^Atlanta, GA
34738^Jacksonville, FL^Atlanta, GA
34744^New York, NY^Atlanta, GA
34747^New York, NY^Boston, MA
34750^New York, NY^Buffalo, NY
34752^New York, NY^Charleston, SC
34756^New York, NY^Fort Lauderdale, FL
34759^New York, NY^Los Angeles, CA
34763^New York, NY^Orlando, FL
34764^New York, NY^Miami, FL
34767^New York, NY^Minneapolis, MN
34770^New York, NY^West Palm Beach/Palm Beach, FL
34780^New York, NY^Tampa, FL
34784^Las Vegas, NV^Atlanta, GA
34785^Las Vegas, NV^Atlanta, GA
34788^Las Vegas, NV^Detroit, MI
34794^Las Vegas, NV^Salt Lake City, UT
34796^Los Angeles, CA^Atlanta, GA
34797^Los Angeles, CA^Atlanta, GA
34805^Los Angeles, CA^Detroit, MI
34808^Los Angeles, CA^Honolulu, HI
34810^Los Angeles, CA^Indianapolis, IN
34811^Los Angeles, CA^New York, NY
34815^Los Angeles, CA^Minneapolis, MN
34816^Los Angeles, CA^Minneapolis, MN
34829^Los Angeles, CA^Salt Lake City, UT
34837^Lexington, KY^Atlanta, GA
34838^Lexington, KY^Atlanta, GA
34841^Lafayette, LA^Atlanta, GA
34843^New York, NY^Atlanta, GA
34844^New York, NY^Atlanta, GA
34845^New York, NY^Boston, MA
34854^New York, NY^Detroit, MI
34855^New York, NY^Detroit, MI
34859^New York, NY^Fort Lauderdale, FL
34864^New York, NY^Orlando, FL
34866^New York, NY^Miami, FL
34869^New York, NY^Minneapolis, MN
34870^New York, NY^New Orleans, LA
34873^New York, NY^West Palm Beach/Palm Beach, FL
34877^New York, NY^Fort Myers, FL
34878^New York, NY^Tampa, FL
34879^New York, NY^Tampa, FL
34881^Little Rock, AR^Atlanta, GA
34883^Little Rock, AR^Atlanta, GA
34888^Kansas City, MO^Atlanta, GA
34889^Kansas City, MO^Detroit, MI
34892^Kansas City, MO^Minneapolis, MN
34896^Orlando, FL^Atlanta, GA
34897^Orlando, FL^Atlanta, GA
34898^Orlando, FL^Atlanta, GA
34903^Orlando, FL^Cincinnati, OH
34904^Orlando, FL^Detroit, MI
34908^Orlando, FL^New York, NY
34912^Orlando, FL^New York, NY
34918^Orlando, FL^Minneapolis, MN
34926^Harrisburg, PA^Atlanta, GA
34927^Harrisburg, PA^Detroit, MI
34930^Chicago, IL^Atlanta, GA
34943^Memphis, TN^Atlanta, GA
34946^Memphis, TN^Atlanta, GA
34957^Memphis, TN^Minneapolis, MN
34970^Manchester, NH^Atlanta, GA
34971^Miami, FL^Atlanta, GA
34972^Miami, FL^Atlanta, GA
34979^Miami, FL^Detroit, MI
34982^Miami, FL^New York, NY
34986^Miami, FL^New York, NY
34995^Milwaukee, WI^Atlanta, GA
34997^Milwaukee, WI^Atlanta, GA
34998^Milwaukee, WI^Atlanta, GA
35002^Milwaukee, WI^Detroit, MI
35010^Milwaukee, WI^Minneapolis, MN
35011^Milwaukee, WI^Minneapolis, MN
35012^Milwaukee, WI^Minneapolis, MN
35014^Melbourne, FL^Atlanta, GA
35016^Mobile, AL^Atlanta, GA
35019^Madison, WI^Atlanta, GA
35020^Madison, WI^Detroit, MI
35021^Madison, WI^Detroit, MI
35025^Madison, WI^Minneapolis, MN
35034^Minneapolis, MN^Atlanta, GA
35035^Minneapolis, MN^Atlanta, GA
35036^Minneapolis, MN^Hartford, CT
35047^Minneapolis, MN^Charlotte, NC
35055^Minneapolis, MN^Detroit, MI
35060^Minneapolis, MN^Newark, NJ
35069^Minneapolis, MN^Grand Rapids, MI
35074^Minneapolis, MN^Houston, TX
35076^Minneapolis, MN^Indianapolis, IN
35077^Minneapolis, MN^New York, NY
35082^Minneapolis, MN^Los Angeles, CA
35083^Minneapolis, MN^Los Angeles, CA
35085^Minneapolis, MN^New York, NY
35086^Minneapolis, MN^Kansas City, MO
35089^Minneapolis, MN^Orlando, FL
35092^Minneapolis, MN^Chicago, IL
35096^Minneapolis, MN^Memphis, TN
35101^Minneapolis, MN^Milwaukee, WI
35102^Minneapolis, MN^Milwaukee, WI
35103^Minneapolis, MN^Milwaukee, WI
35104^Minneapolis, MN^Milwaukee, WI
35108^Minneapolis, MN^Madison, WI
35116^Minneapolis, MN^Omaha, NE
35117^Minneapolis, MN^Omaha, NE
35119^Minneapolis, MN^Chicago, IL
35120^Minneapolis, MN^Philadelphia, PA
35123^Minneapolis, MN^Phoenix, AZ
35124^Minneapolis, MN^Phoenix, AZ
35125^Minneapolis, MN^Pittsburgh, PA
35127^Minneapolis, MN^Fort Myers, FL
35131^Minneapolis, MN^Seattle, WA
35133^Minneapolis, MN^Seattle, WA
35134^Minneapolis, MN^San Francisco, CA
35137^Minneapolis, MN^Sacramento, CA
35141^Minneapolis, MN^St. Louis, MO
35147^New Orleans, LA^Atlanta, GA
35148^New Orleans, LA^Atlanta, GA
35150^New Orleans, LA^Detroit, MI
35154^New Orleans, LA^New York, NY
35165^Myrtle Beach, SC^Atlanta, GA
35179^Oklahoma City, OK^Atlanta, GA
35180^Oklahoma City, OK^Atlanta, GA
35194^Omaha, NE^Atlanta, GA
35195^Omaha, NE^Minneapolis, MN
35196^Omaha, NE^Minneapolis, MN
35198^Chicago, IL^Atlanta, GA
35200^Chicago, IL^Atlanta, GA
35204^Chicago, IL^Detroit, MI
35207^Chicago, IL^Detroit, MI
35210^Chicago, IL^Minneapolis, MN
35211^Norfolk, VA^Atlanta, GA
35213^West Palm Beach/Palm Beach, FL^Atlanta, GA
35215^West Palm Beach/Palm Beach, FL^Detroit, MI
35216^West Palm Beach/Palm Beach, FL^New York, NY
35218^West Palm Beach/Palm Beach, FL^New York, NY
35221^Portland, OR^Atlanta, GA
35226^Portland, OR^Detroit, MI
35242^Newport News/Williamsburg, VA^Atlanta, GA
35243^Philadelphia, PA^Atlanta, GA
35245^Philadelphia, PA^Atlanta, GA
35250^Philadelphia, PA^Detroit, MI
35257^Philadelphia, PA^Minneapolis, MN
35262^Phoenix, AZ^Atlanta, GA
35266^Phoenix, AZ^Detroit, MI
35272^Phoenix, AZ^Minneapolis, MN
35273^Phoenix, AZ^Minneapolis, MN
35274^Phoenix, AZ^Salt Lake City, UT
35281^Pittsburgh, PA^Atlanta, GA
35283^Pittsburgh, PA^Detroit, MI
35288^Pittsburgh, PA^Minneapolis, MN
35291^Pensacola, FL^Atlanta, GA
35298^Providence, RI^Atlanta, GA
35299^Providence, RI^Detroit, MI
35300^Portland, ME^Atlanta, GA
35303^Raleigh/Durham, NC^Atlanta, GA
35304^Raleigh/Durham, NC^Atlanta, GA
35310^Richmond, VA^Atlanta, GA
35318^Fort Myers, FL^Atlanta, GA
35319^Fort Myers, FL^Atlanta, GA
35321^Fort Myers, FL^Detroit, MI
35327^Fort Myers, FL^New York, NY
35328^Fort Myers, FL^Minneapolis, MN
35329^Fort Myers, FL^Minneapolis, MN
35336^San Diego, CA^Atlanta, GA
35339^San Diego, CA^Detroit, MI
35341^San Antonio, TX^Atlanta, GA
35356^Savannah, GA^Atlanta, GA
35359^Savannah, GA^Atlanta, GA
35361^Louisville, KY^Atlanta, GA
35362^Louisville, KY^Atlanta, GA
35367^Seattle, WA^Atlanta, GA
35369^Seattle, WA^Atlanta, GA
35373^Seattle, WA^Detroit, MI
35374^Seattle, WA^Detroit, MI
35375^Seattle, WA^Honolulu, HI
35378^Seattle, WA^Minneapolis, MN
35380^Seattle, WA^Minneapolis, MN
35384^Seattle, WA^Salt Lake City, UT
35387^San Francisco, CA^Atlanta, GA
35390^San Francisco, CA^Detroit, MI
35392^San Francisco, CA^Honolulu, HI
35394^San Francisco, CA^Minneapolis, MN
35400^San Francisco, CA^Salt Lake City, UT
35401^Springfield, MO^Atlanta, GA
35402^Shreveport, LA^Atlanta, GA
35407^Salt Lake City, UT^Atlanta, GA
35410^Salt Lake City, UT^Boston, MA
35417^Salt Lake City, UT^Las Vegas, NV
35418^Salt Lake City, UT^Los Angeles, CA
35437^Salt Lake City, UT^Seattle, WA
35439^Salt Lake City, UT^San Francisco, CA
35445^Sacramento, CA^Minneapolis, MN
35453^Sarasota/Bradenton, FL^Atlanta, GA
35456^St. Louis, MO^Atlanta, GA
35458^St. Louis, MO^Detroit, MI
35464^St. Louis, MO^Minneapolis, MN
35466^Syracuse, NY^Atlanta, GA
35467^Syracuse, NY^Atlanta, GA
35469^Tallahassee, FL^Atlanta, GA
35470^Tallahassee, FL^Atlanta, GA
35474^Tampa, FL^Atlanta, GA
35475^Tampa, FL^Atlanta, GA
35479^Tampa, FL^Detroit, MI
35480^Tampa, FL^Detroit, MI
35485^Tampa, FL^New York, NY
35486^Tampa, FL^New York, NY
35487^Tampa, FL^New York, NY
35492^Tampa, FL^Minneapolis, MN
35496^Bristol/Johnson City/Kingsport, TN^Atlanta, GA
35497^Tulsa, OK^Atlanta, GA
35505^Knoxville, TN^Atlanta, GA
35508^Valparaiso, FL^Atlanta, GA
35509^Valparaiso, FL^Atlanta, GA
35511^Fayetteville, AR^Atlanta, GA
35513^Montreal, Canada^Atlanta, GA
35518^Toronto, Canada^Atlanta, GA
35533^Atlanta, GA^Cancun, Mexico
35534^Atlanta, GA^Cozumel, Mexico
35536^Atlanta, GA^Grand Cayman, Cayman Islands
35539^Atlanta, GA^Nassau, The Bahamas
35540^Atlanta, GA^Nassau, The Bahamas
35542^Atlanta, GA^Providenciales, Turks and Caicos Islands
35543^Atlanta, GA^Providenciales, Turks and Caicos Islands
35550^Cancun, Mexico^Atlanta, GA
35553^Cancun, Mexico^Detroit, MI
35562^Cozumel, Mexico^Atlanta, GA
35563^Detroit, MI^Cancun, Mexico
35566^Grand Cayman, Cayman Islands^Atlanta, GA
35567^Guadalajara, Mexico^Los Angeles, CA
35573^New York, NY^Nassau, The Bahamas
35574^Los Angeles, CA^Guadalajara, Mexico
35583^Nassau, The Bahamas^Atlanta, GA
35584^Nassau, The Bahamas^Atlanta, GA
35586^Nassau, The Bahamas^New York, NY
35588^Providenciales, Turks and Caicos Islands^Atlanta, GA
35589^Providenciales, Turks and Caicos Islands^Atlanta, GA
35597^Amsterdam, Netherlands^Boston, MA
35599^Amsterdam, Netherlands^Detroit, MI
35601^Atlanta, GA^Paris, France
35602^Atlanta, GA^Dubai, United Arab Emirates
35603^Atlanta, GA^Johannesburg, South Africa
35604^Boston, MA^Amsterdam, Netherlands
35606^Boston, MA^Paris, France
35608^Paris, France^Atlanta, GA
35609^Paris, France^Boston, MA
35613^Detroit, MI^Amsterdam, Netherlands
35614^Dublin, Ireland^New York, NY
35615^Dubai, United Arab Emirates^Atlanta, GA
35617^New York, NY^Dublin, Ireland
35618^New York, NY^Tel Aviv, Israel
35619^Johannesburg, South Africa^Atlanta, GA
35626^Tel Aviv, Israel^New York, NY
35628^Atlanta, GA^Tokyo, Japan
35629^Detroit, MI^Nagoya, Japan
35630^Detroit, MI^Beijing, China
35632^Hong Kong, Hong Kong^Seattle, WA
35634^Seoul, South Korea^Seattle, WA
35635^New York, NY^Tokyo, Japan
35637^Los Angeles, CA^Tokyo, Japan
35638^Los Angeles, CA^Sydney, Australia
35639^Minneapolis, MN^Tokyo, Japan
35640^Nagoya, Japan^Detroit, MI
35641^Tokyo, Japan^Atlanta, GA
35643^Tokyo, Japan^New York, NY
35644^Tokyo, Japan^Los Angeles, CA
35645^Tokyo, Japan^Minneapolis, MN
35648^Beijing, China^Detroit, MI
35649^Beijing, China^Seattle, WA
35650^Shanghai, China^Seattle, WA
35651^Seattle, WA^Hong Kong, Hong Kong
35654^Seattle, WA^Beijing, China
35655^Seattle, WA^Shanghai, China
35656^Sydney, Australia^Los Angeles, CA
35698^El Paso, TX^Mexico City, Mexico
35983^Anchorage, AK^King Salmon, AK
35990^Anchorage, AK^Dillingham, AK
35992^Anchorage, AK^Unalaska, AK
36007^Boston, MA^Presque Isle/Houlton, ME
36016^Dillingham, AK^Anchorage, AK
36022^Unalaska, AK^Anchorage, AK
36287^Key West, FL^Fort Jefferson, FL
36305^Fort Jefferson, FL^Key West, FL
36320^Grand Cayman, Cayman Islands^New York, NY
36321^Grand Cayman, Cayman Islands^Miami, FL
36323^Grand Cayman, Cayman Islands^Tampa, FL
36324^New York, NY^Grand Cayman, Cayman Islands
36326^Miami, FL^Grand Cayman, Cayman Islands
36328^Tampa, FL^Grand Cayman, Cayman Islands
36329^Barranquilla, Colombia^Miami, FL
36333^Bogota, Colombia^Fort Lauderdale, FL
36335^Bogota, Colombia^Washington, DC
36336^Bogota, Colombia^New York, NY
36337^Bogota, Colombia^New York, NY
36338^Bogota, Colombia^Orlando, FL
36339^Bogota, Colombia^Orlando, FL
36340^Bogota, Colombia^Miami, FL
36341^Bogota, Colombia^Miami, FL
36342^Bogota, Colombia^Miami, FL
36343^Bogota, Colombia^San Juan, PR
36344^Cali, Colombia^Miami, FL
36345^Cali, Colombia^Miami, FL
36346^Cartagena, Colombia^New York, NY
36347^Cartagena, Colombia^Miami, FL
36348^Cartagena, Colombia^Miami, FL
36350^Fort Lauderdale, FL^Bogota, Colombia
36352^Washington, DC^Bogota, Colombia
36353^New York, NY^Bogota, Colombia
36354^New York, NY^Bogota, Colombia
36355^New York, NY^Cartagena, Colombia
36356^New York, NY^Medellin, Colombia
36357^Orlando, FL^Bogota, Colombia
36358^Orlando, FL^Bogota, Colombia
36359^Medellin, Colombia^New York, NY
36360^Medellin, Colombia^Miami, FL
36361^Medellin, Colombia^Miami, FL
36363^Miami, FL^Barranquilla, Colombia
36364^Miami, FL^Barranquilla, Colombia
36367^Miami, FL^Bogota, Colombia
36368^Miami, FL^Bogota, Colombia
36369^Miami, FL^Bogota, Colombia
36370^Miami, FL^Cali, Colombia
36371^Miami, FL^Cali, Colombia
36372^Miami, FL^Cartagena, Colombia
36373^Miami, FL^Cartagena, Colombia
36375^Miami, FL^Medellin, Colombia
36376^Miami, FL^Medellin, Colombia
36378^San Juan, PR^Bogota, Colombia
36379^Atlanta, GA^London, United Kingdom
36380^Austin, TX^London, United Kingdom
36382^Boston, MA^London, United Kingdom
36384^Boston, MA^London, United Kingdom
36385^Boston, MA^London, United Kingdom
36386^Baltimore, MD^London, United Kingdom
36389^Denver, CO^London, United Kingdom
36391^Dallas/Fort Worth, TX^London, United Kingdom
36392^Newark, NJ^London, United Kingdom
36393^Washington, DC^London, United Kingdom
36395^Washington, DC^London, United Kingdom
36396^Houston, TX^London, United Kingdom
36397^Houston, TX^London, United Kingdom
36398^Houston, TX^London, United Kingdom
36401^New York, NY^London, United Kingdom
36402^New York, NY^London, United Kingdom
36403^New York, NY^London, United Kingdom
36404^New York, NY^London, United Kingdom
36405^Las Vegas, NV^London, United Kingdom
36406^Las Vegas, NV^London, United Kingdom
36407^Los Angeles, CA^London, United Kingdom
36408^London, United Kingdom^Las Vegas, NV
36409^London, United Kingdom^Orlando, FL
36410^London, United Kingdom^Tampa, FL
36411^London, United Kingdom^Atlanta, GA
36412^London, United Kingdom^Austin, TX
36413^London, United Kingdom^Boston, MA
36415^London, United Kingdom^Boston, MA
36416^London, United Kingdom^Boston, MA
36417^London, United Kingdom^Baltimore, MD
36420^London, United Kingdom^Denver, CO
36422^London, United Kingdom^Dallas/Fort Worth, TX
36423^London, United Kingdom^Newark, NJ
36424^London, United Kingdom^Washington, DC
36426^London, United Kingdom^Washington, DC
36427^London, United Kingdom^Houston, TX
36428^London, United Kingdom^Houston, TX
36429^London, United Kingdom^Houston, TX
36430^London, United Kingdom^New York, NY
36431^London, United Kingdom^New York, NY
36432^London, United Kingdom^New York, NY
36433^London, United Kingdom^New York, NY
36434^London, United Kingdom^Las Vegas, NV
36435^London, United Kingdom^Los Angeles, CA
36436^London, United Kingdom^Miami, FL
36438^London, United Kingdom^Chicago, IL
36439^London, United Kingdom^Chicago, IL
36440^London, United Kingdom^Chicago, IL
36441^London, United Kingdom^Philadelphia, PA
36442^London, United Kingdom^Philadelphia, PA
36443^London, United Kingdom^Phoenix, AZ
36444^London, United Kingdom^San Diego, CA
36445^London, United Kingdom^Seattle, WA
36446^London, United Kingdom^Seattle, WA
36448^London, United Kingdom^San Francisco, CA
36449^London, United Kingdom^San Francisco, CA
36450^Orlando, FL^London, United Kingdom
36451^Miami, FL^London, United Kingdom
36453^Chicago, IL^London, United Kingdom
36454^Chicago, IL^London, United Kingdom
36455^Chicago, IL^London, United Kingdom
36456^Philadelphia, PA^London, United Kingdom
36457^Philadelphia, PA^London, United Kingdom
36458^Phoenix, AZ^London, United Kingdom
36459^San Diego, CA^London, United Kingdom
36460^Seattle, WA^London, United Kingdom
36461^Seattle, WA^London, United Kingdom
